21702;711018445
30105;124483
30104;59010810
21702;710996044
30102;134359
30102;168480088322
30102;168480123389
30102;168480119759
21702;711102862
21702;710951420
21702;711081764
30101;G86515000907
21702;211423
30102;039842871
30102;03VL17171267
30204;634738
30102;168480127620
05001;4405042
30102;168480129006
05001;4405133
05001;4405200
05001;4404955
05001;4404979
05001;4405050
30102;168480130261
30102;58679840
21702;710368734
21702;710313723
21702;710951690
21702;710990666
21702;235612
21702;710600851
30205;G4V515001947
21702;242741
21702;262507
30102;043673637
30102;G4V515001644
30102;G4V515001642
05001;4405035
05001;4407025
05001;4405165
21702;710378121
21702;0430117
30102;03VPN7084781
05001;4404963
05001;4405106
05001;4400852
30204;15493911
21702;710360155
21702;710645464
05001;4412713
21702;0203440
30102;168480132497
21702;241521
30102;G4V515001923
30204;G86515000564
21702;710378211
21702;253620
21702;551676534
30101;15478581
21702;263143
21702;711271290
21702;04PET7010771
30102;136957
05001;4405084
30101;03AMW7046455
30204;15713315
30101;027840014
30204;57504764
30102;58636551
30102;58645832
30102;58660826
30102;58671323
30101;586296001578
30204;15478155
30102;168480132381
21702;711115666
30204;57540252
30101;15496177
30204;57540047
30101;15496252
30102;G4V515001799
30102;G4V515002054
30102;58941289
30102;600110063591
30204;G3V515000251
30102;58995245
21702;710765831
30102;58983129
21702;710870198
30102;58447712
30102;168480136152
30104;59010811
05001;4405119
30102;041821973
30204;57505599
30102;58639393
30204;15732187
30205;204393
30102;168480126159
30102;168480115787
21702;710992487
30102;168480136155
30102;67031645
30102;168480107477
30102;67031674
30101;15711922
30101;15711139
30102;600110108131
30102;168480129130
30204;G90515000278
21702;711304068
30102;168480117477
30102;58608923
21702;711220771
30102;168480129129
21702;710989267
21702;199746
30101;15708022
30101;57523037
30102;03VPN7064119
30102;03AMW7069489
30101;G86296002453
30102;58485741
30101;03VPN7054357
30102;117300
30102;03AMW7069483
30105;59010441
30101;G86515000229
30102;03VPN7063978
30102;132317
21702;029964993
30102;58548318
30204;15499258
30102;131223
30102;03VPN7084909
30102;4105912124153
30204;15474170
21702;172317
30102;134360
30102;58637415
30102;03VL17090829
30102;03VL17090828
30102;58636595
30102;03VL17090781
30102;03VL17090754
30102;58640336
30102;58642923
21702;550897770
21702;89170781
30102;03VL17099646
30102;03VL17101927
05001;4405028
30102;03VL17100716
30102;03VL17101806
21702;253320
30102;BIVL000083
30102;BIVM003174
30102;58639631
30101;123480008447
21702;04CGC7001467
30102;121353
30102;5AV290000056
30102;POLV40710000006440
30102;POLV40710000006519
30102;168480126799
30101;027840047
30204;027840044
30101;15628248
30105;59010808
30101;G86515000230
30101;G86515000925
30204;G86515000957
30101;123480009208
30101;123480009239
30102;67704498
21702;711272295
21702;212389
30102;168480135623
30102;651762
30102;168480127758
30102;039916055
30102;168480127869
05001;4411928
05001;4404961
05001;4404991
05001;4405023
05001;4405018
05001;4412037
05001;4405071
05001;4412061
05001;4405104
05001;4412265
05001;4405096
05001;4405115
05001;4405137
05001;4402476
05001;4412250
21702;710365904
30102;03VL17090830
30102;G4V296004249
30102;G90515000124
30102;58983172
21702;242499
21702;242408
30102;168480118881
21702;711014300
21702;710807093
21702;711240136
21702;710740255
05001;4405010
21702;248920
30102;168480126652
30102;G4V515001643
21702;258217
05001;4404988
05001;4405026
05001;4405029
05001;4405090
05001;4405110
05001;4412295
30102;03VL17090831
21702;711094445
05001;4404956
05001;4404972
05001;4412045
05001;4405044
05001;4405027
05001;4405086
05001;4405568
05001;4403615
21702;83134618
21702;71-0861732
05001;4405394
30102;168480132068
05001;4404990
05001;4405009
05001;4405161
30204;57504765
30102;168480128054
21702;0265947
05001;044 05316
30102;G4V515001524
30102;G4V515001525
21702;550865827
21702;3009572
21702;0309515
30204;642823
21702;183255
21702;185833
30102;168480135205
05001;4404915
05001;4404965
05001;4404966
05001;4411954
05001;4404970
30102;168480119090
21702;711026688
30102;67748221
30102;168480127955
05001;4405111
30101;15711219
30205;G4V515001820
30102;168480127499
30102;168480134791
21702;710992664
30205;G4V515001948
30101;G86515000228
21702;552001234
30204;15732856
30102;G4V515001968
30101;G86515000205
21702;710524871
30204;15726281
30101;15711218
30102;168480125522
21702;710989264
05001;4405072
21702;83147058
30102;168480127765
30101;027840028
30204;15930173
21702;551821028
30101;G86515000206
30102;168480134846
30102;168480122485
05001;4405316
30102;59010444
05001;4402005
21702;83527632
30209;15722056
30102;G4V515001781
30102;135457
30204;15493548
30101;031680423
30204;15732185
30102;168480130121
21702;710976030
05001;4405246
30101;027840024
30102;168480042982
30104;59010807
30102;42460000000955
30102;205553
30102;168480115790
30204;15732186
21702;90692129
30102;G4V515001933
30102;168480126654
30209;15722055
30102;168480116926
21702;711103737
21702;710994013
30204;15703832
05001;4439684
21702;710945456
30102;168480132150
30102;03VL17099639
21702;710877756
05001;4412127
05001;4405127
21702;711117098
30204;15732857
30102;202361
30102;134808
30102;202278
30102;168480127922
30101;15708021
30102;117120456127
05001;4405049
30204;15705298
30102;168480127615
30204;15734564
21702;3002508
05001;4412580
30102;047595250
05001;4405267
05001;4405191
05001;4405660
05001;4404977
30205;015726047
30102;168480125287
30102;G4V296006945
30102;G4V515001992
30102;047810023
30103;168480136725
30101;15494807
05001;4404976
30102;G4V515001991
21702;1003649
30102;168480136945
30204;15732184
05001;4405112
30102;168480127896
05001;4407402
05001;4404960
30102;168480129127
30204;15726280
30102;58700126
30102;G4V515001965
30102;G4V515002109
30102;600110063510
21702;711190385
30205;G4V515002073
30102;168480126160
30102;168480126132
30204;390514
05001;4404945
05001;4405206
30102;049166960
21702;711239398
30102;168480127946
05001;4405331
05001;4405298
21702;83006565
30102;G4V515002074
30102;168480132024
05001;4411966
30205;15930172
30104;59010848
30204;015726611
30204;15930164
21702;711275742
30102;67748224
30102;168480129128
30204;15714938
30102;134391
21702;5000108
30102;58677647
05001;4405097
21702;83885119
30204;15930572
30102;600110108384
30204;15931109
